city,street,segment_id,point_id,distance_m,lon,lat,heading_road,heading_sidewalk_right,heading_sidewalk_left,image_file,image_path,gsv_status,gsv_url_sidewalk,abs_image_path,building_frac,sky_frac,road_frac,tree_frac,grass_frac,sidewalk_frac,seg_vis_file,seg_vis_path,seg_features_text,sidewalk_quality_and_walkability_score,greenery_score,building_enclosure_score,Comfort_and_perceived_safety_score,total_score,gpt_comment
"Philadelphia, Pennsylvania, USA",Market Street,0,0,0,-75.2471827,39.96271469999999,98.52655979452965,188.52655979452965,8.526559794529646,idx0000_seg0_pt0_h189.jpg,gsv_sidewalk_250m\idx0000_seg0_pt0_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.96271469999999,-75.24718269999998&heading=188.52655979452965",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0000_seg0_pt0_h189.jpg,0.11637207,0.226628418,0.30802002,0.190410156,0.020334473,0.056479492,seg_idx0000_seg0_pt0_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0000_seg0_pt0_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 11.6% building facades, 30.8% roadway, 5.6% sidewalks, 19.0% trees, 2.0% grass, and 22.7% sky.",14,17,10,13,54,"Despite sidewalks only covering about 5.6% of the scene, the image shows continuous but somewhat narrow and worn sidewalks with curb ramps and a marked crosswalk, offering basic walkability. Around 21% trees/grass and large mature trees provide good shade and greenery, but limited building facade area (11.6%) and a wide, car-dominated roadway (30.8%) reduce enclosure and overall pedestrian comfort and perceived safety."
"Philadelphia, Pennsylvania, USA",Market Street,1,15,3750,-75.24533474,39.96256952740168,279.17883309531504,9.178833095315042,189.17883309531504,idx0031_seg1_pt15_h9.jpg,gsv_sidewalk_250m\idx0031_seg1_pt15_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.96256952740168,-75.24533473616619&heading=9.178833095315042",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0031_seg1_pt15_h9.jpg,0.256999512,0.276054688,0.334074707,0.009543457,2.44140625e-05,0.076247559,seg_idx0031_seg1_pt15_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0031_seg1_pt15_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 25.7% building facades, 33.4% roadway, 7.6% sidewalks, 1.0% trees, 0.0% grass, and 27.6% sky.",17,4,18,15,54,"With about 7.6% sidewalks, the image shows continuous, wide, curb-separated sidewalks and marked crosswalks, though corners are a bit exposed and lack amenities. Only ~1% trees and no grass mean very limited greenery, while roughly 25.7% building facades form a solid, well-maintained street wall that, despite a roadway share of 33.4%, still feels moderately comfortable and safe for pedestrians."
"Philadelphia, Pennsylvania, USA",Market Street,7,4,1000,-75.1422211,39.94815019580534,189.1744458,279.1744458,99.17444581670202,idx0071_seg7_pt4_h279.jpg,gsv_sidewalk_250m\idx0071_seg7_pt4_h279.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.94815019580534,-75.14222110353035&heading=279.174445816702",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0071_seg7_pt4_h279.jpg,0.164645996,0.336184082,0.340742188,0.044707031,0,0.082666016,seg_idx0071_seg7_pt4_h279.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0071_seg7_pt4_h279.jpg,"According to a semantic segmentation model, this street-view image contains approximately 16.5% building facades, 34.1% roadway, 8.3% sidewalks, 4.5% trees, 0.0% grass, and 33.6% sky.",17,8,14,15,54,"Despite sidewalks being only about 8.3% of the scene, they appear continuous, wide, and well-paved with marked crossings, though the wide roadway (34.1%) and some curb cuts reduce walkability and comfort. Limited trees (4.5%) and modest building facade presence (16.5%) provide some shade and enclosure, but large open parking areas and high sky share make the street feel somewhat exposed and car-oriented."
"Philadelphia, Pennsylvania, USA",Chestnut Street,0,36,9000,-75.16727238,39.95129072219458,99.22268518906424,189.22268518906424,9.222685189064237,idx0116_seg0_pt36_h189.jpg,gsv_sidewalk_250m\idx0116_seg0_pt36_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95129072219458,-75.16727238158214&heading=189.22268518906424",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0116_seg0_pt36_h189.jpg,0.515927734,0,0.258984375,0,0,0.17342041,seg_idx0116_seg0_pt36_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0116_seg0_pt36_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 51.6% building facades, 25.9% roadway, 17.3% sidewalks, 0.0% trees, 0.0% grass, and 0.0% sky.",18,0,20,16,54,"With about 17% of the scene as sidewalks, the image shows wide, continuous pavements with curb ramps and few obstructions, supporting decent walkability, but there is no visible greenery (0% trees/grass). High building coverage (~52%) and intact facades create strong urban enclosure, while the relatively wide roadway (~26%) and lack of greenery or seating slightly reduce overall comfort and perceived safety."
"Philadelphia, Pennsylvania, USA",Market Street,1,5,1250,-75.22316452,39.95982321338781,279.1905041434838,9.190504143483793,189.1905041434838,idx0021_seg1_pt5_h9.jpg,gsv_sidewalk_250m\idx0021_seg1_pt5_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95982321338781,-75.2231645232568&heading=9.190504143483793",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0021_seg1_pt5_h9.jpg,0.179794922,0.258266602,0.316350098,0.088793945,0.001901855,0.105083008,seg_idx0021_seg1_pt5_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0021_seg1_pt5_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 18.0% building facades, 31.6% roadway, 10.5% sidewalks, 8.9% trees, 0.2% grass, and 25.8% sky.",15,13,11,14,53,"With about 10.5% sidewalks, the image shows a wide, unobstructed sidewalk but little activation along a parking lot edge. Around 9% trees and minimal grass provide some greenery and shade, while limited building facade coverage and a large open lot reduce enclosure, though moderate roadway share and clear sightlines keep perceived safety reasonable."
"Philadelphia, Pennsylvania, USA",Market Street,1,7,1750,-75.2275985,39.96037278277821,279.17890630162054,9.178906301620543,189.1789063016205,idx0023_seg1_pt7_h9.jpg,gsv_sidewalk_250m\idx0023_seg1_pt7_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.96037278277821,-75.22759850323818&heading=9.178906301620543",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0023_seg1_pt7_h9.jpg,0.057307129,0.354819336,0.199680176,0.167961426,0,0.030324707,seg_idx0023_seg1_pt7_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0023_seg1_pt7_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 5.7% building facades, 20.0% roadway, 3.0% sidewalks, 16.8% trees, 0.0% grass, and 35.5% sky.",14,18,8,13,53,"Despite the low 3.0% sidewalk share, the image shows a continuous, reasonably wide paved sidewalk, though driveway cuts and lack of active frontage limit walkability. With 16.8% trees and visible mature street trees providing shade but only 5.7% building facade and a large vacant, fenced lot next to a car-dominated (20.0% roadway) street, enclosure and perceived comfort/safety are moderate rather than high."
"Philadelphia, Pennsylvania, USA",Chestnut Street,0,11,2750,-75.22269147,39.95817547966063,99.19806337653154,189.1980633765316,9.198063376531536,idx0091_seg0_pt11_h189.jpg,gsv_sidewalk_250m\idx0091_seg0_pt11_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95817547966063,-75.22269147346648&heading=189.19806337653156",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0091_seg0_pt11_h189.jpg,0.222595215,0.24029541,0.105209961,0.035876465,0.012504883,0.094182129,seg_idx0091_seg0_pt11_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0091_seg0_pt11_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 22.3% building facades, 10.5% roadway, 9.4% sidewalks, 3.6% trees, 1.3% grass, and 24.0% sky.",14,8,18,13,53,"With about 9.4% sidewalks, the image shows a continuous but somewhat narrow and cluttered sidewalk edge, partially blocked by a parked car and scattered litter. Roughly 22.3% building facades create a solid residential street wall in fair condition, while limited trees/grass (3.6% and 1.3%) and visible roadway/parking reduce greenery, comfort, and perceived safety despite the calm, low-traffic setting."
"Philadelphia, Pennsylvania, USA",Market Street,2,19,4750,-75.20733147,39.95782719144955,279.1985656,9.198565578,189.1985656,idx0051_seg2_pt19_h9.jpg,gsv_sidewalk_250m\idx0051_seg2_pt19_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95782719144955,-75.2073314745336&heading=9.19856557783396",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0051_seg2_pt19_h9.jpg,0.084443359,0.363376465,0.292565918,0.059858398,0.021760254,0.031044922,seg_idx0051_seg2_pt19_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0051_seg2_pt19_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 8.4% building facades, 29.3% roadway, 3.1% sidewalks, 6.0% trees, 2.2% grass, and 36.3% sky.",14,13,10,15,52,"Despite sidewalks making up only about 3.1% of the segmentation, the image shows a continuous, reasonably wide sidewalk with some driveways and parked cars but few obstructions. Greenery is moderate (6.0% trees, 2.2% grass) with a large tree and small lawn areas, while low building facade coverage (8.4%) and a wide 29.3% roadway create a somewhat open, car-oriented feel but still with acceptable visibility and perceived safety."
"Philadelphia, Pennsylvania, USA",Market Street,2,20,5000,-75.2095483,39.95810236312226,279.19171928555164,9.191719285551642,189.19171928555164,idx0052_seg2_pt20_h9.jpg,gsv_sidewalk_250m\idx0052_seg2_pt20_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95810236312226,-75.20954829865829&heading=9.191719285551642",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0052_seg2_pt20_h9.jpg,3.662109375e-05,0.029897461,0.255068359,0.501035156,0.008935547,0.029748535,seg_idx0052_seg2_pt20_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0052_seg2_pt20_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 0.0% building facades, 25.5% roadway, 3.0% sidewalks, 50.1% trees, 0.9% grass, and 3.0% sky.",14,22,2,14,52,"Despite sidewalks making up only about 3% of the segmentation, the image shows a continuous, reasonably wide corner sidewalk with curb ramps, though it is directly adjacent to a fairly busy roadway (25.5% roadway) and partly obstructed by poles and signs. The scene is dominated by trees (about 50% plus some grass), providing strong greenery and shade but almost no building enclosure, resulting in a park-like but somewhat exposed and car-adjacent pedestrian environment."
"Philadelphia, Pennsylvania, USA",Chestnut Street,0,14,3500,-75.21604075,39.95734994410102,99.21303308,189.2130330829541,9.213033082954098,idx0094_seg0_pt14_h189.jpg,gsv_sidewalk_250m\idx0094_seg0_pt14_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95734994410102,-75.2160407538871&heading=189.2130330829541",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0094_seg0_pt14_h189.jpg,0.497414551,0.01637207,0.08640625,0,0.040178223,0.054926758,seg_idx0094_seg0_pt14_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0094_seg0_pt14_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 49.7% building facades, 8.6% roadway, 5.5% sidewalks, 0.0% trees, 4.0% grass, and 1.6% sky.",13,6,19,14,52,"With only about 5.5% sidewalk in the segmentation and a narrow, partly obstructed path squeezed between parked cars and building steps, walkability is moderate at best. The scene has almost no trees and just small grass/shrub areas (4% grass), but strong, continuous mid-rise building facades (鈮?0%) create good enclosure, while limited visible roadway (8.6%) and a residential character offer fair but not excellent comfort and perceived safety."
"Philadelphia, Pennsylvania, USA",Market Street,2,9,2250,-75.18516258,39.95507652173845,279.0606523430687,9.060652343068682,189.06065234306868,idx0041_seg2_pt9_h9.jpg,gsv_sidewalk_250m\idx0041_seg2_pt9_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95507652173845,-75.18516257973222&heading=9.060652343068682",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0041_seg2_pt9_h9.jpg,0.450009766,0.03072998,0.024294434,0.000390625,0,0.179204102,seg_idx0041_seg2_pt9_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0041_seg2_pt9_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 45.0% building facades, 2.4% roadway, 17.9% sidewalks, 0.0% trees, 0.0% grass, and 3.1% sky.",18,0,19,14,51,"With about 17.9% sidewalks and almost no visible roadway, the scene shows a wide, flat, unobstructed station forecourt that is walkable but somewhat blank and hardscaped. Roughly 45% building facades create strong enclosure and weather protection, but the lack of any trees/grass and the gated entrance make it feel utilitarian rather than comfortable or inviting."
"Philadelphia, Pennsylvania, USA",Chestnut Street,0,23,5750,-75.19609168,39.95486121782087,99.16875959742742,189.16875959742745,9.168759597427425,idx0103_seg0_pt23_h189.jpg,gsv_sidewalk_250m\idx0103_seg0_pt23_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95486121782087,-75.19609167907718&heading=189.16875959742745",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0103_seg0_pt23_h189.jpg,0.468183594,0.000148926,0.377609863,0.079648438,0,0.015285645,seg_idx0103_seg0_pt23_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0103_seg0_pt23_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 46.8% building facades, 37.8% roadway, 1.5% sidewalks, 8.0% trees, 0.0% grass, and 0.0% sky.",11,10,18,12,51,"Despite only 1.5% sidewalk in the segmentation, the image shows a continuous but fairly narrow sidewalk directly beside a busy 37.8% roadway with parked and moving cars, limiting comfort. Building facades dominate at 46.8%, giving strong enclosure but with a monotonous, somewhat harsh edge, while a row of small street trees (8% trees, no grass) adds some greenery and minor shade but not a lush or highly comfortable pedestrian environment."
"Philadelphia, Pennsylvania, USA",Chestnut Street,0,26,6500,-75.18943867,39.95404972200569,99.16785032497722,189.1678503249772,9.167850324977223,idx0106_seg0_pt26_h189.jpg,gsv_sidewalk_250m\idx0106_seg0_pt26_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95404972200569,-75.18943867247741&heading=189.1678503249772",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0106_seg0_pt26_h189.jpg,0.431467285,0.08315918,0.421838379,0.014611816,0,0.031757813,seg_idx0106_seg0_pt26_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0106_seg0_pt26_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 43.1% building facades, 42.2% roadway, 3.2% sidewalks, 1.5% trees, 0.0% grass, and 8.3% sky.",14,6,18,13,51,"Despite sidewalks making up only about 3.2% of the segmentation, the image shows a continuous, reasonably wide sidewalk with some street furniture, but it is directly adjacent to a wide, car-dominated roadway (42.2%) with limited buffering. Building facades are substantial (43.1%) and in good condition, providing strong enclosure, while sparse young street trees (1.5% trees, no grass) and exposure to traffic reduce greenery, comfort, and perceived safety."
"Philadelphia, Pennsylvania, USA",Walnut Street,3,16,4000,-75.17826072,39.95110644815289,279.5351032,9.535103151632995,189.5351032,idx0174_seg3_pt16_h10.jpg,gsv_sidewalk_250m\idx0174_seg3_pt16_h10.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95110644815289,-75.17826071842066&heading=9.535103151632995",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0174_seg3_pt16_h10.jpg,0.609956055,0,0.312297363,0,0,0.076591797,seg_idx0174_seg3_pt16_h10.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0174_seg3_pt16_h10.jpg,"According to a semantic segmentation model, this street-view image contains approximately 61.0% building facades, 31.2% roadway, 7.7% sidewalks, 0.0% trees, 0.0% grass, and 0.0% sky.",17,0,20,14,51,"The image and 7.7% sidewalk share show a continuous, wide, unobstructed sidewalk, but there are no trees or planting (0% trees/grass) to soften the space. Strong, well-maintained building facades (61% coverage) create good enclosure, yet the car-oriented roadway (31.2%) and lack of greenery or visible traffic calming limit overall comfort and perceived safety."
"Philadelphia, Pennsylvania, USA",Market Street,1,2,500,-75.21651368,39.95899825254788,279.19261557110843,9.192615571108432,189.19261557110843,idx0018_seg1_pt2_h9.jpg,gsv_sidewalk_250m\idx0018_seg1_pt2_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95899825254788,-75.21651367962909&heading=9.192615571108432",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0018_seg1_pt2_h9.jpg,0.012907715,0.138415527,0.244985352,0.349069824,0.013010254,1.953125e-05,seg_idx0018_seg1_pt2_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0018_seg1_pt2_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 1.3% building facades, 24.5% roadway, 0.0% sidewalks, 34.9% trees, 1.3% grass, and 13.8% sky.",10,22,5,13,50,"Despite the 0.0% sidewalk reading, the image clearly shows a narrow but continuous paved sidewalk behind parked cars, offering basic walkability but with some obstruction from trees and parking. High tree and some grass coverage (34.9% trees, 1.3% grass) provide strong greenery and shade, while minimal visible buildings (1.3% facades) and a car-dominated roadway (24.5%) result in weak enclosure and only moderate comfort and perceived safety."
"Philadelphia, Pennsylvania, USA",Market Street,2,14,3500,-75.19624662,39.95645278957144,279.15977372555443,9.159773726,189.15977372555443,idx0046_seg2_pt14_h9.jpg,gsv_sidewalk_250m\idx0046_seg2_pt14_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95645278957144,-75.1962466222368&heading=9.15977372555443",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0046_seg2_pt14_h9.jpg,0.526711426,0.003149414,0.255808105,0,0,0.099160156,seg_idx0046_seg2_pt14_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0046_seg2_pt14_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 52.7% building facades, 25.6% roadway, 9.9% sidewalks, 0.0% trees, 0.0% grass, and 0.3% sky.",15,2,20,13,50,"With about 9.9% sidewalks, the image shows continuous, fairly wide urban sidewalks but some construction cones and driveway cuts reduce comfort. The 52.7% building facades create strong enclosure and active frontage, yet the 25.6% roadway and visible fast traffic, plus almost no trees or grass (0% in segmentation, only a few small shrubs visible), limit greenery and perceived safety for pedestrians."
"Philadelphia, Pennsylvania, USA",Market Street,2,15,3750,-75.19846377,39.95672682579654,279.1966653015386,9.196665301538587,189.1966653015386,idx0047_seg2_pt15_h9.jpg,gsv_sidewalk_250m\idx0047_seg2_pt15_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95672682579654,-75.19846376627298&heading=9.196665301538587",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0047_seg2_pt15_h9.jpg,0.282241211,0.199799805,0.410439453,0.025253906,0,0.031347656,seg_idx0047_seg2_pt15_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0047_seg2_pt15_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 28.2% building facades, 41.0% roadway, 3.1% sidewalks, 2.5% trees, 0.0% grass, and 20.0% sky.",14,8,15,13,50,"Despite sidewalks making up only about 3.1% of the segmentation, the image shows a continuous, wide, and accessible brick sidewalk with ramps but limited pedestrian activity and some exposure to traffic. Greenery is modest (2.5% trees) with a few shrubs and small trees, while the substantial building facade (28.2%) provides moderate enclosure; however, the wide 41.0% roadway and car presence reduce overall comfort and perceived safety."
"Philadelphia, Pennsylvania, USA",Market Street,5,2,500,-75.15336795,39.95111178453142,279.21370506740243,9.213705067,189.21370506740243,idx0058_seg5_pt2_h9.jpg,gsv_sidewalk_250m\idx0058_seg5_pt2_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95111178453142,-75.15336794680871&heading=9.21370506740243",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0058_seg5_pt2_h9.jpg,0.538479004,0,0.358010254,0.00072998,0,0.084821777,seg_idx0058_seg5_pt2_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0058_seg5_pt2_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 53.8% building facades, 35.8% roadway, 8.5% sidewalks, 0.1% trees, 0.0% grass, and 0.0% sky.",14,2,21,13,50,"With only about 8.5% sidewalk, the walking space is present but narrowed by construction barriers and access elements, though it appears continuous and level. Greenery is almost absent (0.1% trees), while the tall, historic facade (53.8% buildings) gives strong enclosure but the wide roadway (35.8%) and visible work zone reduce comfort and perceived safety despite some lighting and active ground-floor uses."
"Philadelphia, Pennsylvania, USA",Market Street,5,4,1000,-75.15780161,39.95166291035967,279.21261243878337,9.212612438783369,189.21261243878337,idx0060_seg5_pt4_h9.jpg,gsv_sidewalk_250m\idx0060_seg5_pt4_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95166291035967,-75.15780161202345&heading=9.212612438783369",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0060_seg5_pt4_h9.jpg,0.559040527,0,0.070869141,0,0.000563965,0.152871094,seg_idx0060_seg5_pt4_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0060_seg5_pt4_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 55.9% building facades, 7.1% roadway, 15.3% sidewalks, 0.0% trees, 0.1% grass, and 0.0% sky.",17,1,18,14,50,"With about 15.3% sidewalks and a clearly paved, level walkway plus a formal bus stop structure, walkability is decent, though the space feels narrow and partly obstructed by the bus. The 55.9% building facades create strong enclosure in a modern, well-maintained setting, but the near-absence of trees/grass (0.0%/0.1%) and the visible bus/roadway reduce greenery, comfort, and perceived safety from traffic and noise."
"Philadelphia, Pennsylvania, USA",Chestnut Street,0,0,0,-75.2470786,39.961197,99.18052284755754,189.1805228475576,9.180522848,idx0080_seg0_pt0_h189.jpg,gsv_sidewalk_250m\idx0080_seg0_pt0_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.961197,-75.24707859999998&heading=189.18052284755757",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0080_seg0_pt0_h189.jpg,0.036293945,0.297038574,0.424245605,0.167714844,0.011291504,0.017302246,seg_idx0080_seg0_pt0_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0080_seg0_pt0_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 3.6% building facades, 42.4% roadway, 1.7% sidewalks, 16.8% trees, 1.1% grass, and 29.7% sky.",13,17,8,12,50,"Despite only 1.7% sidewalk in the segmentation, the image shows a continuous but fairly narrow sidewalk with a marked crosswalk along a wide, car-dominated roadway (42.4% roadway), which limits walkability and comfort. Greenery is moderate with 16.8% trees and some grass plus a park edge, while low building facade coverage (3.6%) and modest building height provide weak enclosure but a generally maintained residential edge."
"Philadelphia, Pennsylvania, USA",Chestnut Street,0,24,6000,-75.19387459,39.95458690735144,98.74817820293106,188.74817820293103,8.748178202931058,idx0104_seg0_pt24_h189.jpg,gsv_sidewalk_250m\idx0104_seg0_pt24_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95458690735144,-75.19387458931791&heading=188.74817820293103",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0104_seg0_pt24_h189.jpg,0.368833008,0.102954102,0.324748535,0.078156738,0,0.030871582,seg_idx0104_seg0_pt24_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0104_seg0_pt24_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 36.9% building facades, 32.5% roadway, 3.1% sidewalks, 7.8% trees, 0.0% grass, and 10.3% sky.",11,9,17,13,50,"Despite the low 3.1% sidewalk share, the image shows a continuous but fairly narrow sidewalk partly constrained by utilities and parked vehicles, limiting walkability. Moderate building coverage (36.9%) with solid but blank brick facades provides enclosure but little visual interest, while a few street trees (7.8% trees, no grass) and on-street parking offer some greenery and buffer from the 32.5% roadway, yielding only middling comfort and perceived safety."
"Philadelphia, Pennsylvania, USA",Chestnut Street,0,47,11750,-75.14289327,39.948238162959335,99.52120196074884,189.52120196074884,9.521201961,idx0127_seg0_pt47_h190.jpg,gsv_sidewalk_250m\idx0127_seg0_pt47_h190.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.948238162959335,-75.14289326874427&heading=189.52120196074884",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0127_seg0_pt47_h190.jpg,0.635561523,0,0.018620605,0,0,0.060695801,seg_idx0127_seg0_pt47_h190.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0127_seg0_pt47_h190.jpg,"According to a semantic segmentation model, this street-view image contains approximately 63.6% building facades, 1.9% roadway, 6.1% sidewalks, 0.0% trees, 0.0% grass, and 0.0% sky.",15,0,21,14,50,"Despite sidewalks making up only about 6% of the segmentation, the image shows a continuous, reasonably wide urban sidewalk with active storefronts, though it is tight against parked cars. With 63.6% building facades and almost no roadway share, the street feels well enclosed and commercial, but the complete lack of trees/grass and the dominance of parked cars reduce greenery, comfort, and perceived safety."
"Philadelphia, Pennsylvania, USA",Chestnut Street,0,1,250,-75.24486158,39.96092236548923,99.18113461521376,189.1811346152137,9.181134615,idx0081_seg0_pt1_h189.jpg,gsv_sidewalk_250m\idx0081_seg0_pt1_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.96092236548923,-75.24486157916112&heading=189.18113461521372",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0081_seg0_pt1_h189.jpg,0.15029541,0.351113281,0.328098145,0.040527344,0.011569824,0.067873535,seg_idx0081_seg0_pt1_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0081_seg0_pt1_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 15.0% building facades, 32.8% roadway, 6.8% sidewalks, 4.1% trees, 1.2% grass, and 35.1% sky.",13,10,14,12,49,"Despite sidewalks covering only about 6.8% of the scene, they appear continuous but somewhat narrow and interrupted by driveways and steps, limiting walkability. With 4.1% trees and 1.2% grass plus small front yards, greenery is modest; the rowhouses (15% facade) give some enclosure but are only two stories, while the wide 32.8% roadway and visible traffic reduce overall comfort and perceived safety."
